NO;시군구;번지;본번;부번;단지명;전용면적(㎡);계약년월;계약일;거래금액(만원);동;층;매수자;매도자;건축년도;도로명;해제사유발생일;거래유형;중개사소재지;등기일자;주택유형
512;서울특별시 서초구 잠원동;71-11;0071;0011;한신타워;66.0200;202508;06;290,000;-;2;개인;개인;1996;잠원로3길 8;-;중개거래;서울 서초구;-;아파트
513;서울특별시 동작구 신대방동;395-69;0395;0069;보라매아카데미타워;84.9500;202508;06;88,000;-;31;개인;개인;1998;보라매로5가길 16;-;중개거래;서울 동작구;-;아파트
514;서울특별시 동작구 신대방동;717;0717;0000;신동아파밀리에;112.0580;202508;06;127,000;-;6;개인;개인;2005;여의대방로10길 100;-;중개거래;서울 동작구;-;아파트
515;서울특별시 서초구 반포동;70-1;0070;0001;한신서래;147.6700;202508;06;251,000;3;3;개인;개인;1987;사평대로28길 31;-;직거래;-;25.08.06;아파트
516;서울특별시 서초구 서초동;1445-14;1445;0014;더샵서초;152.9500;202508;06;260,000;-;18;개인;개인;2006;서초중앙로2길 21;-;중개거래;서울 서초구;-;아파트
517;서울특별시 마포구 망원동;491;0491;0000;대상3;84.9000;202508;06;85,000;-;3;개인;개인;2000;월드컵로31길 103;-;중개거래;서울 마포구;-;아파트
518;서울특별시 강서구 염창동;300;0300;0000;강변한솔솔파크;84.9700;202508;06;108,000;-;17;개인;개인;2005;양천로63길 38;-;중개거래;서울 강서구;-;아파트
519;서울특별시 양천구 목동;315-6;0315;0006;힐타운;65.4100;202508;06;39,900;-;2;개인;개인;2004;목동중앙본로19길 14;-;중개거래;서울 양천구;-;아파트
520;서울특별시 강서구 화곡동;1159;1159;0000;우장산아이파크,이편한세상;84.9700;202508;06;117,000;-;1;개인;개인;2008;강서로 266;-;중개거래;서울 강서구;-;아파트
521;서울특별시 마포구 공덕동;371;0371;0000;공덕1삼성래미안;114.8800;202508;06;170,000;-;17;개인;개인;1999;마포대로 115-8;-;직거래;-;-;아파트
522;서울특별시 마포구 상암동;1741;1741;0000;상암월드컵파크11단지;84.8900;202508;06;95,500;-;7;개인;개인;2010;월드컵북로 502-37;-;중개거래;서울 마포구;-;아파트
523;서울특별시 강서구 화곡동;899-27;0899;0027;GMValley;23.8000;202508;06;20,000;-;14;개인;개인;2018;곰달래로 116;-;중개거래;서울 강서구;-;아파트
524;서울특별시 양천구 신월동;475;0475;0000;서울가든;100.8000;202508;06;69,500;-;9;개인;개인;1985;중앙로53길 5;-;중개거래;서울 양천구;-;아파트
525;서울특별시 서대문구 홍은동;455;0455;0000;홍은동벽산;84.7800;202508;06;72,600;-;3;개인;개인;1997;세검정로1길 95;20250809;중개거래;서울 서대문구;-;아파트
526;서울특별시 마포구 신공덕동;172;0172;0000;펜트라우스;104.2900;202508;05;174,500;-;11;개인;개인;2011;백범로 205;-;중개거래;서울 마포구;-;아파트
527;서울특별시 마포구 망원동;489;0489;0000;성원2;59.4300;202508;05;63,500;-;4;개인;개인;1999;망원로4길 8;-;중개거래;서울 마포구;-;아파트
528;서울특별시 강서구 염창동;289;0289;0000;신동아;59.8200;202508;05;71,000;-;5;개인;개인;1995;양천로67길 32;-;중개거래;서울 강서구;-;아파트
529;서울특별시 양천구 목동;929;0929;0000;목동청구한신아파트;84.7600;202508;05;116,900;-;8;개인;개인;1997;목동서로2길 22;-;중개거래;서울 강남구;-;아파트
530;서울특별시 은평구 응암동;88-8;0088;0008;응암아네스트;15.4961;202508;05;11,600;-;13;개인;개인;2014;은평로 123;-;중개거래;서울 은평구;-;아파트
531;서울특별시 마포구 현석동;220;0220;0000;밤섬힐스테이트;59.4000;202508;05;133,000;-;13;개인;개인;1999;신수로3길 23;-;중개거래;서울 마포구;-;아파트
532;서울특별시 서대문구 홍제동;461;0461;0000;홍제삼성래미안;60.0000;202508;05;71,000;-;10;개인;개인;2001;통일로 319;-;중개거래;서울 서대문구;-;아파트
533;서울특별시 송파구 장지동;884;0884;0000;위례2차아이파크;108.1387;202508;05;190,000;-;24;개인;개인;2016;위례광장로 230;-;중개거래;서울 송파구;-;아파트
534;서울특별시 강동구 강일동;695;0695;0000;강일리버파크10단지;84.5300;202508;05;102,500;-;5;개인;개인;2009;고덕로97길 20;-;중개거래;서울 강동구;-;아파트
535;서울특별시 강동구 성내동;424-12;0424;0012;동아2;84.7100;202508;05;56,000;-;7;개인;개인;1996;양재대로91길 47;-;직거래;-;-;아파트
536;서울특별시 강동구 길동;415-13;0415;0013;강동큐브(2차);15.1200;202508;05;10,500;-;14;개인;개인;2013;진황도로 85;-;중개거래;서울 강동구;25.08.07;아파트
537;서울특별시 강동구 상일동;514;0514;0000;고덕롯데캐슬베네루체;59.9810;202508;05;122,000;-;2;개인;법인;2019;상암로79길 88;-;중개거래;서울 강동구;-;아파트
538;서울특별시 송파구 오금동;619;0619;0000;송파호반베르디움더퍼스트;101.4632;202508;05;153,000;-;8;개인;개인;2018;동남로 342;-;중개거래;서울 송파구;-;아파트
539;서울특별시 동대문구 장안동;573;0573;0000;장한평월드메르디앙;84.9500;202508;05;75,000;-;4;개인;개인;2006;천호대로93길 56;-;중개거래;서울 동대문구;-;아파트
540;서울특별시 동대문구 답십리동;1003;1003;0000;래미안위브;84.9800;202508;05;144,500;-;6;개인;개인;2014;답십리로 130;-;중개거래;서울 동대문구;-;아파트
541;서울특별시 광진구 자양동;636-11;0636;0011;그랜드아파트;59.5700;202508;05;72,000;-;5;개인;개인;2023;뚝섬로52길 7;-;중개거래;서울 광진구;-;아파트
542;서울특별시 중랑구 상봉동;484;0484;0000;엘지,쌍용아파트;84.6700;202508;05;69,400;-;13;개인;개인;1996;봉화산로 146;-;중개거래;서울 중랑구;-;아파트
543;서울특별시 중랑구 상봉동;484;0484;0000;엘지,쌍용아파트;68.1200;202508;05;59,700;-;10;개인;개인;1996;봉화산로 146;-;중개거래;서울 중랑구;-;아파트
544;서울특별시 용산구 서빙고동;241-21;0241;0021;신동아;210.2500;202508;05;400,000;-;2;개인;개인;1984;이촌로 347;-;직거래;-;-;아파트
545;서울특별시 중구 신당동;857;0857;0000;약수역더시티;20.7300;202508;05;25,000;-;4;개인;개인;2021;동호로7길 14;-;중개거래;서울 중구;-;아파트
546;서울특별시 성동구 성수동1가;715;0715;0000;중앙하이츠빌;84.9673;202508;05;185,000;-;2;개인;개인;2003;상원길 47;-;중개거래;서울 성동구;-;아파트
547;서울특별시 용산구 이촌동;415;0415;0000;한강(대우);84.9800;202508;05;271,000;-;9;개인;개인;2000;이촌로 181;-;중개거래;서울 용산구;-;아파트
548;서울특별시 영등포구 대림동;1127;1127;0000;e편한세상영등포아델포레;59.9680;202508;05;110,000;-;9;개인;개인;2020;신길로 29;-;중개거래;서울 영등포구;-;아파트
549;서울특별시 동작구 노량진동;332;0332;0000;쌍용예가;84.9130;202508;05;146,000;103;13;개인;개인;2010;장승배기로16길 134;-;중개거래;서울 동작구;25.08.08;아파트
550;서울특별시 동작구 노량진동;57-1;0057;0001;메가스터디타워;16.0100;202508;05;17,300;메가스터디타워;14;개인;개인;2015;노량진로 140;-;중개거래;서울 동작구;25.08.08;아파트
551;서울특별시 구로구 개봉동;478;0478;0000;한진;59.9500;202508;05;52,000;-;16;개인;개인;2000;개봉로3길 87;-;중개거래;서울 구로구;-;아파트
552;서울특별시 구로구 구로동;1058;1058;0000;우성(1058);59.3400;202508;05;60,000;-;15;개인;개인;1995;구일로8길 31;-;중개거래;서울 구로구;-;아파트
553;서울특별시 구로구 구로동;501;0501;0000;신구로자이;84.9100;202508;05;80,000;-;15;개인;개인;2007;구로중앙로 134;-;중개거래;서울 구로구;-;아파트
554;서울특별시 구로구 구로동;797-26;0797;0026;(797-26);35.5200;202508;05;17,000;-;4;개인;개인;1996;도림로6길 30-3;-;중개거래;서울 구로구;-;아파트
555;서울특별시 동작구 상도동;414;0414;0000;건영;114.9600;202508;05;118,000;-;9;개인;개인;1997;만양로 26;-;중개거래;서울 동작구;-;아파트
556;서울특별시 영등포구 대림동;695;0695;0000;우성2;79.9100;202508;05;62,000;-;8;개인;개인;1992;도림로47길 1;-;중개거래;서울 영등포구;-;아파트
557;서울특별시 관악구 봉천동;1717;1717;0000;관악푸르지오;59.5800;202508;05;83,700;-;5;개인;개인;2004;관악로30길 27;-;중개거래;서울 관악구;-;아파트
558;서울특별시 강남구 개포동;187;0187;0000;개포주공5단지;61.1900;202508;05;330,000;-;7;개인;개인;1983;삼성로4길 17;-;중개거래;서울 강남구;-;아파트
559;서울특별시 강남구 압구정동;433;0433;0000;신현대11차;183.4100;202508;05;900,000;-;6;개인;개인;1983;압구정로 151;-;중개거래;서울 강남구;-;아파트
560;서울특별시 강남구 도곡동;464;0464;0000;한신(개포);52.7300;202508;05;284,000;-;7;개인;개인;1985;언주로 123;20250808;중개거래;서울 강남구;-;아파트
561;서울특별시 관악구 봉천동;1706;1706;0000;봉천우성;84.9600;202508;05;85,000;-;1;개인;개인;2000;관악로30길 12;-;중개거래;서울 관악구;-;아파트
562;서울특별시 송파구 가락동;913;0913;0000;헬리오시티;84.9900;202508;05;291,000;-;25;개인;개인;2018;송파대로 345;-;중개거래;서울 송파구;-;아파트
563;서울특별시 송파구 가락동;96-1;0096;0001;우성;43.7900;202508;05;64,000;-;14;개인;개인;1986;송파대로32길 8;-;중개거래;서울 송파구;-;아파트
564;서울특별시 강남구 도곡동;464;0464;0000;한신(개포);52.7300;202508;05;284,000;-;7;개인;개인;1985;언주로 123;-;중개거래;서울 강남구;-;아파트
565;서울특별시 서초구 방배동;840-1;0840;0001;방배샤인힐6차;163.6000;202508;05;205,000;-;2;개인;개인;2003;동광로24길 45;-;중개거래;서울 서초구;-;아파트
566;서울특별시 관악구 신림동;1703-1;1703;0001;LIG대학마을(건영아파트3차);69.1700;202508;05;59,800;-;10;개인;개인;1996;신림로3길 40;-;중개거래;서울 강남구, 서울 관악구;-;아파트
567;서울특별시 서초구 서초동;1511-6;1511;0006;N-Suite101동(1511-6);120.4300;202508;05;157,500;-;5;개인;개인;2004;명달로22길 64;-;중개거래;서울 서초구;-;아파트
568;서울특별시 강남구 개포동;1282;1282;0000;개포래미안포레스트;102.3200;202508;05;370,000;-;11;개인;개인;2020;개포로 264;-;중개거래;서울 강남구;-;아파트
569;서울특별시 성북구 길음동;1279;1279;0000;길음뉴타운1단지(래미안길음1차);59.9900;202508;05;87,000;-;12;개인;개인;2003;길음로9길 40;-;중개거래;서울 성북구;-;아파트
570;서울특별시 도봉구 창동;30;0030;0000;창동주공18단지;45.9000;202508;05;42,000;-;10;개인;개인;1988;노해로70길 119;-;중개거래;서울 도봉구;-;아파트
571;서울특별시 노원구 공릉동;380-1;0380;0001;대동아파트2;84.8100;202508;05;64,500;-;3;개인;개인;1999;동일로195길 39;-;중개거래;서울 노원구;-;아파트
572;서울특별시 노원구 공릉동;748;0748;0000;신도1차아파트;81.2768;202508;05;56,000;103;9;개인;개인;2002;동일로191가길 59;-;중개거래;서울 노원구;25.08.11;아파트
573;서울특별시 성북구 길음동;1280;1280;0000;길음뉴타운2단지푸르지오;84.9700;202508;05;83,500;-;3;개인;개인;2005;길음로 119;-;중개거래;서울 도봉구, 서울 성북구;-;아파트
574;서울특별시 노원구 월계동;13;0013;0000;미륭;51.4800;202508;05;74,800;-;10;개인;개인;1986;마들로 111;-;중개거래;서울 노원구;-;아파트
575;서울특별시 노원구 중계동;597;0597;0000;경남아너스빌;79.0980;202508;05;71,500;-;19;개인;개인;2002;덕릉로94길 10;20250806;중개거래;서울 노원구;-;아파트
576;서울특별시 강북구 번동;410;0410;0000;수유역두산위브1;84.9986;202508;05;73,500;-;8;개인;개인;2009;덕릉로41길 12;-;중개거래;서울 강북구;-;아파트
577;서울특별시 도봉구 방학동;271-1;0271;0001;신동아아파트1;70.6200;202508;05;47,000;-;6;개인;개인;1986;방학로 193;20250806;중개거래;서울 도봉구;-;아파트
578;서울특별시 도봉구 방학동;271-1;0271;0001;신동아아파트1;70.6200;202508;05;47,000;-;6;개인;개인;1986;방학로 193;-;중개거래;서울 도봉구;-;아파트
579;서울특별시 노원구 상계동;765;0765;0000;상계주공1(고층);58.0100;202508;05;58,000;-;10;개인;개인;1988;덕릉로 459-21;-;중개거래;서울 노원구;-;아파트
580;서울특별시 노원구 상계동;463;0463;0000;상계신동아;84.9600;202508;05;51,750;-;4;개인;개인;1995;한글비석로52길 66;20250805;중개거래;서울 노원구;-;아파트
581;서울특별시 노원구 상계동;463;0463;0000;상계신동아;84.9600;202508;05;51,750;-;4;개인;개인;1995;한글비석로52길 66;-;중개거래;서울 노원구;-;아파트
582;서울특별시 도봉구 쌍문동;73;0073;0000;경남;46.3000;202508;04;28,500;2;10;개인;개인;1988;도봉로129길 45-12;-;중개거래;서울 도봉구;25.08.08;아파트
583;서울특별시 노원구 공릉동;737;0737;0000;삼익포레스트아파트;51.0300;202508;04;44,000;-;7;개인;개인;1995;공릉로46길 32;-;중개거래;서울 강북구, 서울 노원구;-;아파트
584;서울특별시 강북구 수유동;281-51;0281;0051;부강쉐르빌;60.5700;202508;04;35,900;-;1;개인;개인;2002;삼양로129길 11-4;-;중개거래;서울 강북구;-;아파트
585;서울특별시 성북구 돈암동;643;0643;0000;길음역금호어울림센터힐;84.8800;202508;04;103,500;-;19;개인;개인;2014;동소문로34길 73;-;중개거래;서울 성북구;-;아파트
586;서울특별시 도봉구 창동;38;0038;0000;주공17단지;36.1600;202508;04;30,000;-;5;개인;개인;1989;덕릉로66길 17;-;중개거래;서울 도봉구;-;아파트
587;서울특별시 도봉구 창동;810;0810;0000;신창;59.4000;202508;04;41,000;-;10;개인;개인;1998;덕릉로62길 13;-;중개거래;서울 도봉구;-;아파트
588;서울특별시 은평구 녹번동;282;0282;0000;힐스테이트녹번;49.9480;202508;04;82,000;-;1;개인;개인;2019;통일로 610;-;중개거래;서울 은평구;-;아파트
589;서울특별시 도봉구 창동;299;0299;0000;상아1차아파트;58.5900;202508;04;53,000;-;1;개인;개인;1987;해등로 118;-;중개거래;서울 도봉구;-;아파트
590;서울특별시 도봉구 창동;26;0026;0000;동아;89.4500;202508;04;78,000;-;1;개인;개인;1988;노해로70길 12;-;중개거래;서울 도봉구;-;아파트
591;서울특별시 도봉구 창동;804;0804;0000;대우;59.8600;202508;04;61,000;-;6;개인;개인;1995;덕릉로63가길 43;-;중개거래;서울 도봉구;-;아파트
592;서울특별시 강북구 미아동;1356;1356;0000;경남아너스빌(1356-0);84.8730;202508;04;72,500;-;9;개인;개인;2003;오패산로30길 30;-;중개거래;서울 강북구;-;아파트
593;서울특별시 강북구 미아동;1357;1357;0000;삼각산아이원;84.7050;202508;04;73,000;-;15;개인;개인;2003;삼양로19길 113;-;중개거래;서울 강북구, 서울 도봉구;-;아파트
594;서울특별시 성북구 정릉동;1019;1019;0000;정릉성원상떼빌;59.9400;202508;04;52,000;-;3;개인;개인;2000;정릉로21길 21;-;중개거래;서울 성북구;-;아파트
595;서울특별시 강북구 수유동;730;0730;0000;래미안수유;59.8800;202508;04;54,500;-;14;개인;개인;2001;한천로159길 8;-;중개거래;서울 강북구;-;아파트
596;서울특별시 성북구 정릉동;210;0210;0000;정릉푸른마을동아;84.9600;202508;04;72,000;-;5;개인;개인;2003;서경로 31;-;중개거래;서울 성북구;-;아파트
597;서울특별시 은평구 불광동;633;0633;0000;북한산현대홈타운;59.9765;202508;04;84,000;101;13;개인;개인;2004;불광로2길 7;-;중개거래;서울 은평구;25.08.08;아파트
598;서울특별시 도봉구 쌍문동;73;0073;0000;경남;44.5000;202508;04;27,000;-;8;개인;개인;1988;도봉로129길 45-12;-;중개거래;서울 도봉구;-;아파트
599;서울특별시 노원구 공릉동;759;0759;0000;태승훼미리아파트;82.9700;202508;04;63,000;-;5;개인;개인;2009;공릉로51길 14-8;-;중개거래;서울 노원구;-;아파트
600;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;44,300;-;5;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
601;서울특별시 중구 신당동;840;0840;0000;현대;122.2750;202508;04;113,500;-;9;개인;개인;1993;다산로36길 109;-;중개거래;서울 중구;-;아파트
602;서울특별시 용산구 이태원동;22-2;0022;0002;청화1;105.7200;202508;04;311,000;-;8;개인;개인;1982;장문로 27;-;중개거래;서울 용산구;-;아파트
603;서울특별시 동대문구 답십리동;1009;1009;0000;힐스테이트청계;59.9400;202508;04;128,500;-;23;개인;개인;2018;천호대로55길 11;-;중개거래;서울 동대문구;-;아파트
604;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;37,850;-;1;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
605;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;38,300;-;1;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
606;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;39,000;-;1;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
607;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;42,250;-;1;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
608;서울특별시 성동구 금호동2가;1;0001;0000;신금호파크자이;59.9800;202508;04;174,000;-;8;개인;개인;2016;금호로 173;-;중개거래;서울 성동구;-;아파트
609;서울특별시 광진구 자양동;861;0861;0000;자양호반써밋;40.2751;202508;04;89,000;-;2;개인;개인;2021;능동로 69;-;중개거래;서울 광진구;-;아파트
610;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;42,750;-;1;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
611;서울특별시 중랑구 중화동;207-12;0207;0012;미영리치타운103;84.9000;202508;04;62,000;-;3;개인;개인;2006;망우로 231-8;-;중개거래;서울 중랑구;-;아파트
612;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;42,950;-;1;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
613;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);26.1034;202508;04;43,900;-;1;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
614;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;38,750;-;2;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
615;서울특별시 성동구 행당동;346;0346;0000;행당한진타운;59.9600;202508;04;136,900;-;6;개인;개인;2000;행당로 82;-;중개거래;경기 김포시, 서울 성동구;-;아파트
616;서울특별시 성동구 행당동;346;0346;0000;행당한진타운;59.9600;202508;04;136,900;-;6;개인;개인;2000;행당로 82;20250811;중개거래;경기 김포시, 서울 성동구;-;아파트
617;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;38,950;-;2;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
618;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;39,200;-;2;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
619;서울특별시 동대문구 청량리동;235-1;0235;0001;미주;101.6500;202508;04;122,000;-;13;개인;개인;1978;약령시로 154;-;중개거래;서울 동대문구;-;아파트
620;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);26.1034;202508;04;44,400;-;2;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
621;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);26.1034;202508;04;44,650;-;2;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
622;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;43,400;-;2;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
623;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);26.1034;202508;04;45,000;-;10;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
624;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;41,450;-;10;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
625;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;45,000;-;9;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
626;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;45,000;-;9;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
627;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;45,000;-;9;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
628;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);26.1034;202508;04;45,000;-;9;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
629;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;41,450;-;9;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
630;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;45,000;-;8;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
631;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;45,000;-;8;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
632;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;45,000;-;8;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
633;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;45,000;-;8;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
634;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);26.1034;202508;04;45,000;-;8;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
635;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;41,450;-;8;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
636;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;40,750;-;8;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
637;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;40,350;-;8;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
638;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;45,000;-;7;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
639;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;45,000;-;7;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
640;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;45,000;-;7;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
641;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;45,000;-;7;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
642;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);26.1034;202508;04;45,000;-;7;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
643;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;40,750;-;7;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
644;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;40,500;-;7;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
645;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;43,600;-;5;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
646;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;44,100;-;5;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
647;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);26.1034;202508;04;45,000;-;5;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
648;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);26.1034;202508;04;45,000;-;5;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
649;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;39,850;-;5;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
650;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;39,650;-;5;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
651;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;39,450;-;5;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
652;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;39,200;-;5;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
653;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;43,600;-;4;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
654;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;44,100;-;4;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
655;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);21.2016;202508;04;44,300;-;4;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
656;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);26.1034;202508;04;44,950;-;4;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
657;서울특별시 용산구 서계동;100-1;0100;0001;어반허브서울스테이션(UrbanHubSeoulStation);22.0266;202508;04;39,850;-;4;공공기관;법인;2025;청파로73길 36-7;-;직거래;-;25.08.12;아파트
